LTR,CANVAS ID,DEPT,COURSE,NAME,Instructor(s),# Students,Mode,Status,MT Date(s),MT Time(s),MT LT,MT Invig LT,MT Notes,FE Date,FE Time ,FE LT,FE Invig LT,FE Notes
SL,112137,BIOL,BIOL 402 101 2022W1,BIOL 402 101 2022W1 Aquatic Ecology,"GARZKE, JESSICA",24,In-Person,Active,10/11/2022,9:30 AM,In-Person,In-Person,,N/A,N/A,N/A,N/A,
,,,,,,,,,11/17/2022,9:30 AM,,,,,,,,
SL,103695,MATH,MATH 221 102 2022W1,MATH 221 102 2022W1 Matrix Algebra,"WILLIAMS, THOMAS",64,In-Person,Inactive,10/12/2022,7:00 PM,In-Person,In-Person,,12/16/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/08/2022,7:00 PM,,,,,,,,
SL,101863,CPSC,CPSC 121 103 2022W1,CPSC 121 103 2022W1 Models of Computation,"MOCHETTI DE MAGALHAES, KARINA",192,In-Person,Inactive,10/12/2022,7:00 PM,In-Person,In-Person,,12/21/2022,7:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,7:00 PM,,,,,,,,
SL,104266,PHYS,PHYS 106 101 2022W1,PHYS 106 101 2022W1 Enriched Physics 1 (lecture),"VAN RAAMSDONK, MARK",135,In-Person,Active,10/12/2022,11:00 AM,In-Person,In-Person,,12/15/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/16/2022,11:00 AM,,,,,,,,
SL,101861,CPSC,CPSC 121 101/102/103 2022W1,CPSC 121 101/102/103 2022W1 Models of Computation,"MOCHETTI DE MAGALHAES, KARINA",542,In-Person,Active,10/12/2022,7:00 PM,In-Person,In-Person,,12/21/2022,7:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,7:00 PM,,,,,,,,
SL,101873,CPSC,CPSC 302 101 2022W1,CPSC 302 101 2022W1 Numerical Computation for Algebraic Problems,"GREIF, CHEN",112,In-Person,Active,10/12/2022,1:00 PM,"TBA, Gradescope",In-Person,,12/20/2022,3:30 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,1:00 PM,,,,,,,,
SL,101312,CHEM,CHEM 121 111 2022W1,CHEM 121 111 2022W1 Structure and Bonding in Chemistry,"STIRCHAK, LAURA",224,In-Person,Active,10/12/2022,6:00 PM,"In-Person, Gradescope",In-Person,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,6:00 PM,,,,,,,,
SL,101310,CHEM,CHEM 121 103 2022W1,CHEM 121 103 2022W1 Structure and Bonding in Chemistry,"KREMS, ROMAN",212,In-Person,Active,10/12/2022,6:00 PM,In-Person,In-Person,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,6:00 PM,,,,,,,,
SL,101315,CHEM,CHEM 121 188 2022W1,CHEM 121 188 2022W1 Structure and Bonding in Chemistry,"BROWN, JENNIFER",198,Hybrid,Active,10/12/2022,6:00 PM,TBA,TBA,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,6:00 PM,,,,,,,,
SL,101308,CHEM,CHEM 121 101 2022W1,CHEM 121 101 2022W1 Structure and Bonding in Chemistry,"RODRIGUEZ NUNEZ, JOSE",178,In-Person,Active,10/12/2022,6:00 PM,In-Person,In-Person,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,6:00 PM,,,,,,,,
SL,114694,MATH,MATH 307 ALL 2022W1,MATH 307 ALL 2022W1 Applied Linear Algebra,"STENLUND, DAVID",258,In-Person,Active,10/13/2022,8:00 AM,In-Person,In-Person,,12/16/2022,8:30 AM,In-Person,In-Person,
,,,,,"GAI, CHUNYI",,,,10/14/2022,1:00 PM / 3:00 PM,,,,,,,,
,,,,,"WALLS, PATRICK",,,,11/21/2022,1:00 PM / 3:00 PM,,,,,,,,
,,,,,,,,,11/22/2022,8:00 AM,,,,,,,,
SL,103687,MATH,MATH 217 101 2022W1,MATH 217 101 2022W1 Multivariable and Vector Calculus,"BEHREND, KAI",86,In-Person,Active,10/13/2022,9:30 AM,In-Person,In-Person,,12/18/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/17/2022,9:30 AM,,,,,,,,
SL,101323,CHEM,CHEM 208 112 2022W1,CHEM 208 112 2022W1 Coordination Chemistry,"NICHOLS, EVA",161,In-Person,Active,10/14/2022,12:00 PM,TBA,In-Person,,12/12/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/14/2022,12:00 PM,,,,,,,,
SL,104724,STAT,STAT 302 101 2022W1,STAT 302 101 2022W1 Introduction to Probability,"SALIBIAN-BARRERA, MATIAS",105,In-Person,Active,10/14/2022,10:30 AM,TBA,In-Person,,12/13/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/18/2022,10:30 AM,,,,,,,,
SL,101343,CHEM,CHEM 301 109 2022W1,CHEM 301 109 2022W1 Aqueous Environmental Chemistry,"ORIANS, KRISTIN",76,In-Person,Active,10/14/2022,9:00 AM,In-Person,In-Person,,12/15/2022,3:30 PM,In-Person,In-Person,
,,,,,,,,,11/18/2022,9:00 AM,,,,,,,,
SL,104725,STAT,STAT 305 101 2022W1,STAT 305 101 2022W1 Introduction to Statistical Inference,"WELCH, WILLIAM",123,In-Person,Active,10/17/2022,4:00 PM,In-Person,In-Person,,12/13/2022,7:00 PM,In-Person,In-Person,
,,,,,,,,,11/07/2022,4:00 PM,,,,,,,,
,,,,,,,,,11/23/2022,4:00 PM,,,,,,,,
SL,101353,CHEM,CHEM 341 111 2022W1,CHEM 341 111 2022W1 Global Challenges: A Chemical Perspective,"STOODLEY, ROBIN",77,In-Person,Active,10/19/2022,11:00 AM,"In-Person, Gradescope",In-Person,,N/A,N/A,N/A,N/A,
,,,,,,,,,11/23/2022,11:00 AM,,,,,,,,
SL,101096,BIOL,BIOL 112 101 2022W1,BIOL 112 101 2022W1 Biology of the Cell,"SMITH, KAREN",237,In-Person,Active,10/31/2022,9:00 AM,In-Person,In-Person,,12/20/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/02/2022,9:00 AM,,,,,,,,
SL,114008,MATH,MATH 221 ALL 2022W1,MATH 221 ALL 2022W1 Matrix Algebra,"RAMDORAI, SUJATHA",706,In-Person,Active,12/10/2022,7:00 PM,In-Person,In-Person,,12/16/2022,8:30 AM,In-Person,In-Person,
,,,,,"WILLIAMS, THOMAS",,,,08/11/2022,7:00 PM,,,,,,,,
,,,,,"ASURI MUKUNDAN, ANIRUDH",,,,,,,,,,,,,
,,,,,"LIU, KEQIN",,,,,,,,,,,,,
,,,,,"CHEN, WENZHAO",,,,,,,,,,,,,
SL,102520,ENVR,ENVR 200 101 2022W1,ENVR 200 101 2022W1 Introduction to Environmental Science,"CHRITZ, KENDRA",44,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"LIPSEN, MICHAEL",,,,,,,,,,,,,
SL,102034,DSCI,DSCI 522 001 2022W1,DSCI 522 001 2022W1 Data Science Workflows,"D' ANDREA, MARIA FLORENCIA",89,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103867,MICB,MICB 306 101 2022W1,MICB 306 101 2022W1 Molecular Virology,"GRAVES, MARCIA",163,In-Person,Active,N/A,N/A,N/A,N/A,,12/12/2022,12:00 PM,In-Person,In-Person,
,,,,,"JEAN, FRANCOIS",,,,,,,,,,,,,
SL,102555,EOSC,EOSC 420 101 2022W1,EOSC 420 101 2022W1 Volcanology,"RUSSELL, JAMES KELLY",10,In-Person,Active,N/A,N/A,N/A,N/A,,12/11/2022,12:00 PM,In-Person,In-Person,
SL,114963,EOSC,EOSC 595F 104 2022W1,EOSC 595F 104 2022W1 Directed Studies - DIRECTED STUDIES,"ALLEN, SUSAN ELIZABETH",7,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"BLOCK, STEPHANIE",,,,,,,,,,,,,
,,,,,"BOSTOCK, MICHAEL",,,,,,,,,,,,,
,,,,,"HEAGY, LINDSEY",,,,,,,,,,,,,
,,,,,"TORTELL, PHILIPPE",,,,,,,,,,,,,
SL,104740,STAT,STAT 547N/FISH 506H 2022W1,STAT 547N/FISH 506H 2022W1 Topics in Statistics - ECO + MAR STAT,"AUGER-METHE, MARIE",11,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101529,COGS,COGS 401 001 2022W1,COGS 401 001 2022W1 Seminar in Cognitive Systems,"TOMM, BRANDON",39,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,99881,ATSC,ATSC 399 101 2022W1,ATSC 399 101 2022W1 Co-operative Work Placement II,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,99882,ATSC,ATSC 448A 101 2022W1,ATSC 448A 101 2022W1 Directed Studies - DIR STUDY,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,99884,ATSC,ATSC 498 101 2022W1,ATSC 498 101 2022W1 Co-operative Work Placement III,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101526,COGS,COGS 300 001 2022W1,COGS 300 001 2022W1 Understanding and Designing Cognitive Systems,"SOSKUTHY, MARTON",71,In-Person,Active,N/A,N/A,N/A,N/A,,12/19/2022,8:30 AM,Canvas quiz,N/A,Take-Home
SL,99883,ATSC,ATSC 448A 102 2022W1,ATSC 448A 102 2022W1 Directed Studies - DIR STUDY,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,99889,ATSC,ATSC 598 101 2022W1,ATSC 598 101 2022W1 Co-operative Work Placement II,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103664,MATH,MATH 100C ALL 2022W1,MATH 100C ALL 2022W1 Differential Calculus with Applications,"WETTON, BRIAN",1177,In-Person,Active,N/A,N/A,N/A,N/A,,12/16/2022,3:30 PM,In-Person,In-Person,
,,,,,"SILBERMAN, LIOR",,,,,,,,,,,,,
SL,102514,ENPH,ENPH 352 L1A 2022W1,ENPH 352 L1A 2022W1 Laboratory Techniques in Physics,"HALPERN, MARK",12,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104967,ZOOL,ZOOL 649 101 2022W1,ZOOL 649 101 2022W1 Doctoral Dissertation,TBA,3,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101356,CHEM,CHEM 398 610 2022W1,CHEM 398 610 2022W1 Co-operative Work Placement I,TBA,6,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,102565,EOSC,EOSC 478 101 2022W1,EOSC 478 101 2022W1 Introduction to Fisheries Science,"REYGONDEAU, GABRIEL",1,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,102579,EOSC,EOSC 595S 101 2022W1,EOSC 595S 101 2022W1 Directed Studies - DIRECTED STUDIES,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,102581,EOSC,EOSC 649 101 2022W1,EOSC 649 101 2022W1 Doctoral Dissertation,TBA,5,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104738,STAT,STAT 547C 101 2022W1,STAT 547C 101 2022W1 Topics in Statistics - PROB OF STATS,"BLOEM-REDDY, BENJAMIN",15,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101187,BOTA,BOTA 502 101 2022W1,BOTA 502 101 2022W1 Thesis Seminar,TBA,1,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101090,BIOF,BIOF 501A 001 2022W1,BIOF 501A 001 2022W1 Special Topics in Bioinformatics - TPCS BIOINFORMCS,"HSIAO, WILLIAM",19,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101188,BOTA,BOTA 544 101 2022W1,BOTA 544 101 2022W1 Plant Molecular Biology Laboratory,"NG, DAVID",1,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101091,BIOF,BIOF 548A 001 2022W1,BIOF 548A 001 2022W1 Directed Studies - DIRECTED STUDIES,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104296,PHYS,PHYS 348 101 2022W1,PHYS 348 101 2022W1 Frontiers in Physics and Astronomy,"ZHOU, FEI",29,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,114179,CHEM,2022W1 CHEM 154 Online Labs,2022W1 CHEM 154 Online Labs,"MONGA, VISHAKHA",806,Online,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101143,BIOL,BIOL 448B 101 2022W1,BIOL 448B 101 2022W1 Directed Studies in Biology - DIRECTED STUDIES,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101144,BIOL,BIOL 448D 106 2022W1,BIOL 448D 106 2022W1 Directed Studies in Biology - DIRECTED STUDIES,TBA,1,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101153,BIOL,BIOL 525D 101 2022W1,BIOL 525D 101 2022W1 Topics in Systematics and Evolution - TPC SYST & EVLTN,TBA,9,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101190,BOTA,BOTA 546F 101 2022W1,BOTA 546F 101 2022W1 Topics in Botany - TOPICS IN BOTANY,TBA,3,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104729,STAT,STAT 399 101 2022W1,STAT 399 101 2022W1 Co-operative Work Placement II,TBA,1,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,114946,EOSC,EOSC 111 L1D 2022W1,EOSC 111 L1D 2022W1 Laboratory Exploration of Planet Earth,"TORTELL, PHILIPPE",30,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104739,STAT,STAT 547M 101 2022W1,STAT 547M 101 2022W1 Topics in Statistics - STAT OF EXTREMES,TBA,8,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103275,ISCI,ISCI 433 101 2022W1,ISCI 433 101 2022W1 Ethical Issues in Science,"AHMAD, RANA",31,In-Person,Active,N/A,N/A,N/A,N/A,,12/12/2022,3:30 PM,Canvas assignment,N/A,Take-Home
,,,,,"ORMANDY, ELISABETH",,,,,,,,,,,,,
SL,99858,ASTR,ASTR 530B 102 2022W1,ASTR 530B 102 2022W1 Directed Studies in Astronomy - DIRECTED STDS,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104728,STAT,STAT 398 101 2022W1,STAT 398 101 2022W1 Co-operative Work Placement I,TBA,16,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,102580,EOSC,EOSC 599 101 2022W1,EOSC 599 101 2022W1 Thesis,TBA,1,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104741,STAT,STAT 548A 101 2022W1,STAT 548A 101 2022W1 Directed Studies in Statistics - DIRECTED STUDIES,TBA,5,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101913,CPSC,CPSC 532J 101 2022W1,CPSC 532J 101 2022W1 Topics in Artificial Intelligence - NEVER-ENDING RL,"CLUNE, JEFFREY",16,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103717,MATH,MATH 312 101 2022W1,MATH 312 101 2022W1 Introduction to Number Theory,"GHIOCA, DRAGOS",79,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101140,BIOL,BIOL 437 101 2022W1,BIOL 437 101 2022W1 Laboratory in Animal Cell Molecular Biology,"NG, DAVID",1,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103184,GSAT,GSAT 501 001 2022W1,GSAT 501 001 2022W1 Intensive Laboratory Course,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101908,CPSC,CPSC 516 101 2022W1,CPSC 516 101 2022W1 Computational Geometry,"EVANS, WILLIAM",6,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101918,CPSC,CPSC 532M T1D 2022W1,CPSC 532M T1D 2022W1 Topics in Artificial Intelligence - INTRO ML AND DM,TBA,6,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101923,CPSC,CPSC 532M T1K 2022W1,CPSC 532M T1K 2022W1 Topics in Artificial Intelligence - INTRO ML AND DM,TBA,9,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101920,CPSC,CPSC 532M T1F 2022W1,CPSC 532M T1F 2022W1 Topics in Artificial Intelligence - INTRO ML AND DM,TBA,4,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101922,CPSC,CPSC 532M T1H 2022W1,CPSC 532M T1H 2022W1 Topics in Artificial Intelligence - INTRO ML AND DM,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103274,ISCI,ISCI 399 101 2022W1,ISCI 399 101 2022W1 Co-operative Work Placement II,TBA,11,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,102577,EOSC,EOSC 595A 101 2022W1,EOSC 595A 101 2022W1 Directed Studies - DIRECTED STUDIES,"DARCY, MITCHALL",3,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,102524,ENVR,ENVR 448A 102 2022W1,ENVR 448A 102 2022W1 Directed Studies in Environmental Science - DIR STD ENVR SCI,"ELDER, SARA",0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104742,STAT,STAT 551 101 2022W1,STAT 551 101 2022W1 Statistical Consulting Practicum,"JOE, HARRY SUE WAH",7,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103933,MRNE,MRNE 400A 611 2022W1,MRNE 400A 611 2022W1 Directed Studies - DIRECTED STUDIES,TBA,6,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103278,ISCI,ISCI 498 101 2022W1,ISCI 498 101 2022W1 Co-operative Work Placement III,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,111875,CPSC,CPSC 532Y 101 2022W1,CPSC 532Y 101 2022W1 Topics in Artificial Intelligence - CAUSAL ML,"LECUYER, MATHIAS",14,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104298,PHYS,PHYS 404 101 2022W1,PHYS 404 101 2022W1 Introduction to Medical Physics,"FORD, NANCY",26,In-Person,Active,N/A,N/A,N/A,N/A,,12/15/2022,8:30 AM,In-Person,In-Person,
,,,,,"KOZLOWSKI, PIOTR",,,,,,,,,,,,,
,,,,,"LAULE, CORNELIA",,,,,,,,,,,,,
,,,,,"LLOYD, SAMANTHA",,,,,,,,,,,,,
,,,,,"MACKAY, ALEXANDER L.",,,,,,,,,,,,,
,,,,,"URIBE MUNOZ, CARLOS",,,,,,,,,,,,,
SL,101869,CPSC,CPSC 221 101/102 2022W1,CPSC 221 101/102 2022W1 Basic Algorithms and Data Structures,"HEEREN, CINDA",366,In-Person,Active,N/A,N/A,N/A,N/A,,12/13/2022,12:00 PM,In-Person,In-Person,
SL,114725,SCIE,SCIE 113 116 2022W1,SCIE 113 116 2022W1 First-Year Seminar in Science,"DONNELLY, CAITLIN",22,Online,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"KUZMENKO, YULIYA",,,,,,,,,,,,,
SL,103880,MICB,MICB 549 101 2022W1,MICB 549 101 2022W1 M.Sc. Thesis,TBA,4,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101135,BIOL,BIOL 418 101 2022W1,BIOL 418 101 2022W1 Evolutionary Ecology,"BRANCH, HALEY",30,In-Person,Active,N/A,N/A,N/A,N/A,,TBA,TBA,TBA,TBA,
,,,,,"FREEMAN, BENJAMIN",,,,,,,,,,,,,
SL,103755,MATH,MATH 404/541 101 2022W1,MATH 404/541 101 2022W1 Harmonic Analysis I,"ZAHL, JOSHUA",5,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104291,PHYS,PHYS 299 611 2022W1,PHYS 299 611 2022W1 Co-operative Work Placement II,TBA,14,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104315,PHYS,PHYS 543 101 2022W1,PHYS 543 101 2022W1 Biomedical Optics,"ZENG, HAISHAN",3,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104322,PHYS,PHYS 555B 104 2022W1,PHYS 555B 104 2022W1 Directed Studies in Physics - DIRECTED STUDIES,TBA,0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104313,PHYS,PHYS 534 101 2022W1,PHYS 534 101 2022W1 Radiotherapy Physics I,"BECKHAM, WAYNE",3,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"ZAVGORODNI, SERGEI",,,,,,,,,,,,,
SL,112032,MATH,MATH 620E 101 2022W1,MATH 620E 101 2022W1 Directed Studies in Mathematics - DIRECT STDS MATH,"GHIOCA, DRAGOS",1,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,112042,MICB,MICB 471 101 2022W1,MICB 471 101 2022W1 Laboratory Research in Microbiology and Immunology,"GRAVES, MARCIA",49,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"OLIVER, DAVID",,,,,,,,,,,,,
SL,113897,CHEM,CHEM 121 VL8/VL9 VANTAGE LABS 2022W1,CHEM 121 VL8/VL9 VANTAGE LABS 2022W1 Structure and Bonding in Chemistry,"THOMAS, ANNE",128,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104736,STAT,STAT 545A 101 2022W1,STAT 545A 101 2022W1 Exploratory Data Analysis - DATA ANALYSIS I,"GAO, LUCY",96,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103761,MATH,MATH 561 101 2022W1,MATH 561 101 2022W1 Mathematics of Infectious Diseases and Immunology,"COOMBS, DANIEL",11,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,112229,MATH,MATH 612D 101 2022W1,MATH 612D 101 2022W1 Topics in Mathematical Biology - TOPICS MATH BIOL,"SCHIEBINGER, GEOFFREY",12,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103661,MATH,MATH 100B ALL 2022W1,MATH 100B ALL 2022W1 Differential Calculus with Applications,"YEAGER, ELYSE",1146,In-Person,Active,N/A,N/A,N/A,N/A,,12/16/2022,3:30 PM,In-Person,In-Person,
,,,,,"CYTRYNBAUM, ERIC",,,,,,,,,,,,,
,,,,,"HARRINGTON, PETER",,,,,,,,,,,,,
SL,112668,EOSC,EOSC 584B 101 2022W1,EOSC 584B 101 2022W1 Topics in Biological Oceanography - BIOL OCEANOGRPHY,"TORTELL, PHILIPPE",0,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101125,BIOL,BIOL 343 101 2022W1,BIOL 343 101 2022W1 Plants and Peoples,"ELLIS, SHONA MARGARET",23,In-Person,Active,N/A,N/A,N/A,N/A,,12/13/2022,12:00 PM,In-Person,In-Person,
SL,102033,DSCI,DSCI 521 001 2022W1,DSCI 521 001 2022W1 Computing Platforms for Data Science,"D' ANDREA, MARIA FLORENCIA",118,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,113898,CHEM,CHEM 111/115/121 ALL LABS 2022W1,CHEM 111/115/121 ALL LABS 2022W1 Structure and Bonding in Chemistry,"THOMAS, ANNE",2060,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101930,CPSC,CPSC 539L 101 2022W1,CPSC 539L 101 2022W1 Topics in Programming Languages - AUTOMATEDTESTING,"LEMIEUX, CAROLINE",16,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103740,MATH,MATH 440/508 101 2022W1,MATH 440/508 101 2022W1 Complex Analysis,"MURUGAN, MATHAV",7,In-Person,Active,N/A,N/A,N/A,N/A,,12/17/2022,12:00 PM,In-Person,In-Person,
SL,104271,PHYS,PHYS 119/SCIE 001 ALL LABS 2022W1,PHYS 119/SCIE 001 ALL LABS 2022W1 Experimental Physics Lab I,"MICHAL, CARL",258,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"ZOU, KE",,,,,,,,,,,,,
,,,,,"BRYMAN, DOUGLAS",,,,,,,,,,,,,
,,,,,"THOMAS, ANNE",,,,,,,,,,,,,
SL,103760,MATH,MATH 552 101 2022W1,MATH 552 101 2022W1 Introduction to Dynamical Systems,"NAGATA, K WAYNE",7,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,113038,CHEM,CHEM 211/215 ALL LABS 2022W1,CHEM 211/215 ALL LABS 2022W1 Introduction to Chemical Analysis,"KIL, RICHARD",188,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"RODRIGUEZ NUNEZ, JOSE",,,,,,,,,,,,,
SL,103873,MICB,MICB 430A 101 2022W1,MICB 430A 101 2022W1 Seminar in Microbiological Literature - SEM MICB LIT,"GAYNOR, ERIN",16,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"HOHMAN, LEAH",,,,,,,,,,,,,
,,,,,"SUN, EVELYN",,,,,,,,,,,,,
SL,112228,MATH,MATH 534 101 2022W1,MATH 534 101 2022W1 Lie Theory I,"GORDON, JULIA YULIA",8,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104492,RES,RES 500D 101 2022W1,RES 500D 101 2022W1 Resource and Environmental Workshop - RESRCE&ENV WKSHP,"OBERG, GUNILLA",4,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,111876,CPSC,CPSC 554X 101 2022W1,CPSC 554X 101 2022W1 Topics in Human-Computer Interaction - ML & SIGNALS,"XIAO, BO ROBERT",12,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103741,MATH,MATH 441 101 2022W1,MATH 441 101 2022W1 Mathematical Modelling: Discrete Optimization Problems,"WALLS, PATRICK",47,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
