LTR,CANVAS ID,DEPT,COURSE,NAME,Instructor(s),# Students,Mode,Status,MT Date(s),MT Time(s),MT LT,MT Invig LT,MT Notes,FE Date,FE Time ,FE LT,FE Invig LT,FE Notes
NW,101116,BIOL,BIOL 306 101 2022W1,BIOL 306 101 2022W1 Advanced Ecology,"MICHALETZ, SEAN",99,In-Person,Active,10/05/2022,11:00 AM,In-Person,In-Person,,12/20/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/07/2022,,,,,,,,,
NW,101100,BIOL,BIOL 121 121 2022W1,"BIOL 121 121 2022W1 Genetics, Evolution and Ecology","NORMAN, LYNN",218,In-Person,Active,10/06/2022,8:00 AM,In-Person,In-Person,,12/19/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/03/2022,,,,,,,,,
NW,101101,BIOL,BIOL 121 122 2022W1,"BIOL 121 122 2022W1 Genetics, Evolution and Ecology","CLARKSTON, BRIDGETTE",262,Hybrid,Active,10/06/2022,9:30 AM,In-Person,In-Person,,12/19/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/03/2022,,,,,,,,,
NW,101857,CPSC,CPSC 110 101/102/103/104 2022W1,"CPSC 110 101/102/103/104 2022W1 Computation, Programs, and Programming","KICZALES, GREGOR",1176,Hybrid,Active,10/06/2022,6:00 PM,In-Person,In-Person,,12/20/2022,12:00 PM,In-Person,Gradescope (?),https://cs110.students.cs.ubc.ca/admin/syllabus.html
,,,,,"OLA, OLUWAKEMI",,,,11/07/2022,,,,,,,,,
NW,101119,BIOL,BIOL 325 101 2022W1,BIOL 325 101 2022W1 Introduction to Animal Mechanics and Locomotion,"MATTHEWS, PHILIP",244,In-Person,Active,10/07/2022,11:00 AM,In-Person,In-Person,,12/19/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/04/2022,,,,,,,,,
NW,101130,BIOL,BIOL 371 101 2022W1,BIOL 371 101 2022W1 Principles of Neurobiology I,"ALTSHULER, DOUGLAS",197,In-Person,Active,10/11/2022,12:30 PM,TBD,TBD,MT placeholders in,12/18/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/08/2022,,,,assignments,,,,,
NW,101109,BIOL,BIOL 209 101 2022W1,"BIOL 209 101 2022W1 Biodiversity of Algae, Fungi and Bryophytes","BERBEE, MARY",126,In-Person,Active,10/12/2022,11:00 AM,In-Person,In-Person,,12/15/2022,12:00 PM,In-Person,In-Person,
,,,,,"CLARKSTON, BRIDGETTE",,,,11/04/2022,,,,,,,,,
NW,101309,CHEM,CHEM 121 102 2022W1,CHEM 121 102 2022W1 Structure and Bonding in Chemistry,TBA,216,In-Person,Active,10/12/2022,6:00 PM,In-Person,In-Person,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,,,,,,,,,
NW,101313,CHEM,CHEM 121 122 2022W1,CHEM 121 122 2022W1 Structure and Bonding in Chemistry,TBA,207,In-Person,Active,10/12/2022,6:00 PM,In-Person,In-Person,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,,,,,,,,,
NW,101314,CHEM,CHEM 121 133 2022W1,CHEM 121 133 2022W1 Structure and Bonding in Chemistry,TBA,199,In-Person,Active,10/12/2022,6:00 PM,In-Person,In-Person,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,,,,,,,,,
NW,101316,CHEM,CHEM 121 199 2022W1,CHEM 121 199 2022W1 Structure and Bonding in Chemistry,TBA,222,In-Person,Active,10/12/2022,6:00 PM,In-Person,In-Person,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,,Gradescope,,,,,,,
NW,101879,CPSC,CPSC 313 101/102 2022W1,CPSC 313 101/102 2022W1 Computer Hardware and Operating Systems,"BELLEVILLE, PATRICE",318,In-Person,Active,10/12/2022,5:30 PM,In-Person,In-Person,,12/12/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/16/2022,,,,,,,,,
NW,101147,BIOL,BIOL 457 101 2022W1,BIOL 457 101 2022W1 Comparative Environmental Physiology,"RICHARDS, JEFFREY",28,In-Person,Active,10/13/2022,12:30 PM,In-Person,In-Person,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,,11/22/2022,,,,,,,,,
NW,99852,ASTR,ASTR 300 101 2022W1,ASTR 300 101 2022W1 Galaxies,"HICKSON, PAUL",17,In-Person,Active,10/14/2022,3:00 PM,In-Person,In-Person,,12/19/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/18/2022,,,,,,,,,
NW,101349,CHEM,CHEM 318 110 2022W1,CHEM 318 110 2022W1 Principles of Catalysis,"MEHRKHODAVANDI, PARISA",43,In-Person,Active,10/14/2022,9:00 AM,In-Person,In-Person,,12/20/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/18/2022,,,,,,,,,
NW,101129,BIOL,BIOL 370 101 2022W1,BIOL 370 101 2022W1 Principles of Muscle Physiology and Energetics,"RICHARDS, JEFFREY",111,In-Person,Active,10/18/2022,2:00 PM,In-Person,In-Person,,12/22/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/17/2022,,,,,,,,,
NW,101324,CHEM,CHEM 211 188 2022W1,CHEM 211 188 2022W1 Introduction to Chemical Analysis,"HUAN, TAO",193,In-Person,Active,10/18/2022,8:00 AM,In-Person,In-Person,,12/20/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/17/2022,,,,,,,,,
NW,112138,BIOL,BIOL 431 101 2022W1,BIOL 431 101 2022W1 Evolutionary Cell Biology,"KEELING, NAOMI",35,In-Person,Active,2 quizzes:,11:00 AM,In-Person,In-Person,2 parts: Independent,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,,10/06/2022,,,,and Group,,,,,
,,,,,,,,,11/03/2022,,,,,,,,,
NW,101098,BIOL,BIOL 112 103 2022W1,BIOL 112 103 2022W1 Biology of the Cell,"TAYLOR, JARED",232,In-Person,Active,Individual and,8:00 AM,In-Person,In-Person,,12/20/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,Group MTs:,,,,,,,,,
,,,,,,,,,11/1/2022,,,,,,,,,
NW,101097,BIOL,BIOL 112 102 2022W1,BIOL 112 102 2022W1 Biology of the Cell,"DEE, JACLYN",235,In-Person,Active,Individual MT: 10/31/2022,12:00 PM,In-Person,In-Person,,12/20/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,Group MT: 11/02/2022,,,,,,,,,
NW,101117,BIOL,BIOL 323 101 2022W1,BIOL 323 101 2022W1 Structure and Reproduction of Fungi,"BERBEE, MARY",48,In-Person,Active,Lecture MT:,TBD,TBD,TBD,,12/20/2022,3:30 PM,In-Person,In-Person,
,,,,,,,,,10/12/2022,,,,,,,,,
,,,,,,,,,Lab MT:,,,,,,,,,
,,,,,,,,,10/18/2022,,,,,,,,,
NW,114438,BIOL,BIOL 112.Tutorial 2022W1,BIOL 112 2022W1 Tutorial Biology of the Cell,TBA,N/A,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101128,BIOL,BIOL 363 101 2022W1,BIOL 363 101 2022W1 Laboratory in Animal Physiology,"LACOMBE, AGNES",67,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/12/2022,8:30 AM,In-Person,In-Person,
NW,101134,BIOL,BIOL 415 101 2022W1,BIOL 415 101 2022W1 Evolutionary Processes in Plants,"PASCUAL ROBLES, MARIANA",25,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101141,BIOL,BIOL 447 101 2022W1,BIOL 447 101 2022W1 Principles and Methodology in Biological Research,"AULD, VANESSA",43,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101154,BIOL,BIOL 530 101 2022W1,BIOL 530 101 2022W1 The Biology of the Cell,"ABRAHAM, NINAN",17,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,112222,BIOL,BIOL 548J 101 2022W1,BIOL 548J 101 2022W1 Advanced Topics in Biology - ADV TOPICS BIOL,"PARFREY, LAURA",5,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101157,BIOL,BIOL 548L 101 2022W1,BIOL 548L 101 2022W1 Advanced Topics in Biology - ADV TOPICS BIOL,"ALTSHULER, DOUGLAS",4,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101186,BOTA,BOTA 501 101 2022W1,BOTA 501 101 2022W1 Seminar in Botany,"ANGERT, AMY",12,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101330,CHEM,CHEM 235 ALL LABS 2022W1,CHEM 235 ALL LABS 2022W1 Organic Chemistry Laboratory,"CHANG, JUSTIN",N/A,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/17/2022,12:00 PM,In-Person,In-Person,
NW,101339,CHEM,CHEM 250 111 2022W1,CHEM 250 111 2022W1 Inorganic Chemistry for Engineers,"MONGA, VISHAKHA",N/A,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/13/2022,3:30 PM,In-Person,In-Person,
NW,101341,CHEM,CHEM 300 109/110 2022W1,CHEM 300 109/110 2022W1 Communicating Chemistry,"DAVY, EMMA",52,In-Person,Active,NO MT,NO MT,Gradescope,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101355,CHEM,CHEM 355 L03 2022W1,CHEM 355 L03 2022W1 Chemistry Integrated Laboratory,"ADAK, TANIYA",20,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/20/2022,8:30 AM,In-Person,In-Person,
NW,101363,CHEM,CHEM 445A 135 2022W1,CHEM 445A 135 2022W1 Projects in Experimental Chemistry - PROJCTS EXP CHEM,"BUSSIERE, GUILLAUME",10,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101372,CHEM,CHEM 517 133 2022W1,CHEM 517 133 2022W1 Electrochemistry,"BIZZOTTO, DAN",16,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/15/2022,12:00 PM,In-Person,In-Person,
NW,101373,CHEM,CHEM 527 157 2022W1,CHEM 527 157 2022W1 Nanomaterials,"MACLACHLAN, MARK",19,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/17/2022,7:00 PM,In-Person,In-Person,
NW,101876,CPSC,CPSC 310 101/102 2022W1,CPSC 310 101/102 2022W1 Introduction to Software Engineering,"HOLMES, REID",325,Hybrid,Active,NO MT,NO MT,NO MT,NO MT,,12/20/2022,8:30 AM,In-Person,In-Person,
,,,,,"BESCHASTNIKH, IVAN",,,,,,,,,,,,,
NW,101881,CPSC,CPSC 314 101 2022W1,CPSC 314 101 2022W1 Computer Graphics,"VAN DE PANNE, MICHIEL",127,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/22/2022,3:30 PM,In-Person,In-Person,
NW,101894,CPSC,CPSC 410 101 2022W1,CPSC 410 101 2022W1 Advanced Software Engineering,"SUMMERS, ALEXANDER",130,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/21/2022,8:30 AM,In-Person,In-Person,
NW,101927,CPSC,CPSC 535P 101 2022W1,CPSC 535P 101 2022W1 Topics in Simulation and Optimization - DIGITAL HUMANS,"PAI, DINESH",7,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,114947,EOSC,EOSC 111 L1E 2022W1,EOSC 111 L1E 2022W1 Laboratory Exploration of Planet Earth,"TORTELL, PHILIPPE",29,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,102544,EOSC,EOSC 329 101 2022W1,EOSC 329 101 2022W1 Quantitative Groundwater Hydrology,"O'NEILL, SHANE",36,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/13/2022,3:30 PM,In-Person,In-Person,
NW,102554,EOSC,EOSC 410/510 101 2022W1,EOSC 410/510 101 2022W1 Geoscientific Data Analysis and Empirical Modelling,"RADIC, VALENTINA",48,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,102557,EOSC,EOSC 426 101 2022W1,EOSC 426 101 2022W1 Fundamentals of Geomicrobiology,"CROWE, SEAN",46,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,102559,EOSC,EOSC 442 101 2022W1,EOSC 442 101 2022W1 Climate Measurement and Analysis,"LIPSEN, MICHAEL",22,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101321,CHEM,CHEM 154 177 2022W1,CHEM 154 177 2022W1 Chemistry for Engineering,TBA,N/A,Hybrid,Active,TBD,TBD,TBD,TBD,,12/21/2022,8:30 AM,TBA,TBA,
NW,101350,CHEM,CHEM 319 162 2022W1,CHEM 319 162 2022W1 Practical Skills for Chemical Research,"STOODLEY, ROBIN",17,In-Person,Active,TBD,TBD,TBD,TBD,,12/14/2022,3:30 PM,TBA,TBA,
NW,101358,CHEM,CHEM 404 101 2022W1,CHEM 404 101 2022W1 Computational Chemistry,"THACHUK, MARK",29,In-Person,Active,TBD,TBD,TBD,TBD,,12/16/2022,8:30 AM,TBA,TBA,
NW,101870,CPSC,CPSC 221 102 2022W1,CPSC 221 102 2022W1 Basic Algorithms and Data Structures,"HEEREN, CINDA",154,Hybrid,Inactive,TBD,TBD,TBD,TBD,,12/13/2022,12:00 PM,TBA,TBA,
NW,101897,CPSC,CPSC 424 101 2022W1,CPSC 424 101 2022W1 Geometric Modelling,"SHEFFER, ALLA",57,In-Person,Active,TBD,TBD,TBD,TBD,,12/19/2022,8:30 AM,TBA,TBA,
NW,101928,CPSC,CPSC 536S 101 2022W1,CPSC 536S 101 2022W1 Topics in Algorithms and Complexity - COMBIN OPTIMIZ,"SHEPHERD, FREDERICK",12,In-Person,Active,TBD,TBD,TBD,TBD,,TBA,TBA,TBA,TBA,
NW,102035,DSCI,DSCI 523 001 2022W1,DSCI 523 001 2022W1 Programming for Data Manipulation,"GEORGE, GITTU",118,In-Person,Active,TBD,TBD,TBD,TBD,,TBA,TBA,TBA,TBA,
NW,102037,DSCI,DSCI 551 001 2022W1,DSCI 551 001 2022W1 Descriptive Statistics and Probability for Data Science,"RODRÍGUEZ ARELIS, GILBERTO ALEXI",119,In-Person,Active,TBD,TBD,TBD,TBD,,TBA,TBA,TBA,TBA,
NW,102542,EOSC,EOSC 325 101 2022W1,EOSC 325 101 2022W1 Principles of Physical Hydrogeology,"AMELI, ALI",75,In-Person,Active,TBD,TBD,TBD,TBD,,12/19/2022,3:30 PM,In-Person,In-Person,
NW,99860,ASTR,ASTR 649 101 2022W1,ASTR 649 101 2022W1 Doctoral Dissertation,TBA,0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,99886,ATSC,ATSC 595A 101 2022W1,ATSC 595A 101 2022W1 Directed Studies - DIRECT STUDIES,TBA,2,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,99887,ATSC,ATSC 595D 101 2022W1,ATSC 595D 101 2022W1 Directed Studies - DIRECT STUDIES,"STULL, ROLAND",0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101142,BIOL,BIOL 448A 101 2022W1,BIOL 448A 101 2022W1 Directed Studies in Biology - DIRECTED STUDIES,TBA,14,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101158,BIOL,BIOL 548O 101 2022W1,BIOL 548O 101 2022W1 Advanced Topics in Biology - ADV TOPICS BIOL,"GERMAIN, RACHEL",7,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,111814,BIOL,BIOL 548T 101 2022W1,BIOL 548T 101 2022W1 Advanced Topics in Biology - ADV TOPICS BIOL,"TEIXEIRA HIGINO, GRACIELLE",10,Online,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,111815,BIOL,BIOL 548U 101 2022W1,BIOL 548U 101 2022W1 Advanced Topics in Biology - ADV TOPICS BIOL,"GERMAIN, RACHEL",11,Online,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,111817,BIOL,BIOL 548W 101 2022W1,BIOL 548W 101 2022W1 Advanced Topics in Biology - ADV TOPICS BIOL,TBA,8,Online,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101189,BOTA,BOTA 546A 101 2022W1,BOTA 546A 101 2022W1 Topics in Botany - TOPICS IN BOTANY,TBA,1,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101191,BOTA,BOTA 549 101 2022W1,BOTA 549 101 2022W1 Master's Thesis,TBA,0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101378,CHEM,CHEM 649 101 2022W1,CHEM 649 101 2022W1 Doctoral Dissertation,"WOLF, MICHAEL",14,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101900,CPSC,CPSC 430 102 2022W1,CPSC 430 102 2022W1 Computers and Society,"LEE, MELISSA",79,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101903,CPSC,CPSC 448A 101 2022W1,CPSC 448A 101 2022W1 Directed Studies in Computer Science - DIRECTED STUDIES,TBA,3,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101909,CPSC,CPSC 521 101 2022W1,CPSC 521 101 2022W1 Parallel Algorithms and Architectures,"GREENSTREET, MARK",5,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101916,CPSC,CPSC 532M T1B 2022W1,CPSC 532M T1B 2022W1 Topics in Artificial Intelligence - INTRO ML AND DM,TBA,2,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101919,CPSC,CPSC 532M T1E 2022W1,CPSC 532M T1E 2022W1 Topics in Artificial Intelligence - INTRO ML AND DM,TBA,6,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,101926,CPSC,CPSC 532W 101 2022W1,CPSC 532W 101 2022W1 Topics in Artificial Intelligence - PROB  PROG,"WOOD, FRANK DONALD",4,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102031,DSCI,DSCI 512 002 2022W1,DSCI 512 002 2022W1 Algorithms and Data Structures,"PARK, JUNGYEUL",35,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102032,DSCI,DSCI 513 001 2022W1,DSCI 513 001 2022W1 Databases and Data Retrieval,"SEYED-AHMADI, ARMAN",118,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102036,DSCI,DSCI 531 001 2022W1,DSCI 531 001 2022W1 Data Visualization I,"OSTBLOM, JOEL",118,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102041,DSCI,DSCI 573 001 2022W1,DSCI 573 001 2022W1 Feature and Model Selection,"KOLHATKAR, VARADA",118,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
,,,,,"OSTBLOM, JOEL",,,,,,,,,,,,,
NW,102516,ENPH,ENPH 353 101 2022W1,ENPH 353 101 2022W1 Engineering Physics Project I,"ISBASESCU, IOAN",34,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102517,ENPH,ENPH 480 101 2022W1,ENPH 480 101 2022W1 Engineering Physics Project IV,"GUNN, DYLAN",0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102518,ENPH,ENPH 481 101 2022W1,ENPH 481 101 2022W1 Entrepreneurial Projects I,"GUNN, DYLAN",0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102523,ENVR,ENVR 448A 101 2022W1,ENVR 448A 101 2022W1 Directed Studies in Environmental Science - DIR STD ENVR SCI,"IVANOCHKO, TARA",1,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102551,EOSC,EOSC 398 101 2022W1,EOSC 398 101 2022W1 Co-operative Work Placement I,TBA,6,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,102552,EOSC,EOSC 399 001 2022W1,EOSC 399 001 2022W1 Co-operative Work Placement II,TBA,0,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,102561,EOSC,EOSC 453 101 2022W1,EOSC 453 101 2022W1 Physics of the Earth and Other Planets,"JELLINEK, ANDREW",11,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102562,EOSC,EOSC 470 101 2022W1,EOSC 470 101 2022W1 Biological Oceanography,"LIPSEN, MICHAEL",36,In-Person,Active,TBD,TBD,TBD,TBD,,12/16/2022,3:30 PM,TBA,TBA,
NW,102569,EOSC,EOSC 516 101 2022W1,"EOSC 516 101 2022W1 Teaching and Learning in Earth, Ocean and Atmospheric Sciences","GILLEY, BRETT",9,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,102573,EOSC,EOSC 542 101 2022W1,EOSC 542 101 2022W1 Advanced Volcanology,"RUSSELL, JAMES KELLY",9,In-Person,Active,10/25/2022,TBD,TBD,TBD,,TBA,TBA,TBA,TBA,
NW,102574,EOSC,EOSC 543 101 2022W1,EOSC 543 101 2022W1 Topics in Solid Earth Sciences,"SAYLOR, JOEL EDWARD",0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102576,EOSC,EOSC 555B 101 2022W1,EOSC 555B 101 2022W1 Nonlinear Inverse Theory - NON-LINR INV THR,"HABER, ELDAD",18,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,112141,FISH,FISH 509 101 2022W1,FISH 509 101 2022W1 Bayesian Methods for Fisheries Stock Assessment,"MCALLISTER, MURDOCH",2,Hybrid,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,103185,GSAT,GSAT 599 001 2022W1,GSAT 599 001 2022W1 Master's Thesis,TBA,3,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,103186,GSAT,GSAT 699 001 2022W1,GSAT 699 001 2022W1 Doctoral Dissertation,TBA,5,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,103269,ISCI,ISCI 300 101 2022W1,ISCI 300 101 2022W1 Interdisciplinary Seminar,"GABRIEL, DENISE",58,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,103270,ISCI,ISCI 312 101 2022W1,ISCI 312 101 2022W1 Symmetry,"EVANS, ROBERT JAMES",57,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/17/2022,3:30 PM,TBA,TBA,
NW,103279,ISCI,ISCI 499 101 2022W1,ISCI 499 101 2022W1 Co-Operative Work Placement IV,TBA,1,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,112472,MATH,MATH 100 9WA 2022W1,MATH 100 9WA 2022W1 Differential Calculus with Applications,TBA,25,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,103672,MATH,MATH 120 102 2022W1,MATH 120 102 2022W1 Honours Differential Calculus,"TRAINOR, CHARLOTTE (TA Lead)",29,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/17/2022,8:30 AM,In-Person,In-Person,
NW,103674,MATH,MATH 180 101 2022W1,MATH 180 101 2022W1 Differential Calculus with Applications,"LEUNG, FOK-SHUEN",455,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/22/2022,12:00 PM,In-Person,In-Person,
NW,112473,MATH,MATH 180 9WA 2022W1,MATH 180 9WA 2022W1 Differential Calculus with Applications,TBA,20,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,91247,MATH,MATH 220 ALL SECTIONS 2021W1,MATH 220 ALL SECTIONS 2022W1 Mathematical Proof,"YEAGER, ELYSE",402,In-Person,Active,10/28/2022,Thursday:,In-Person,In-Person,,12/15/2022,12:00 PM,In-Person,In-Person,
,,,,,"RECHNITZER, ANDREW",,,,(Thursday lectures),9:30 AM,,,,,,,,
,,,,,"ANGEL, OMER",,,,10/29/2022,12:30 PM,,,,,,,,
,,,,,"WALJI, NAHID",,,,(Friday lectures),Friday:,,,,,,,,
,,,,,,,,,,12:00 PM,,,,,,,,
,,,,,,,,,,10:00 AM,,,,,,,,
,,,,,,,,,,3:00 PM,,,,,,,,
,,,,,,,,,,2:00 PM,,,,,,,,
NW,103694,MATH,MATH 221 101 2022W1,MATH 221 101 2022W1 Matrix Algebra,"RAMDORAI, SUJATHA",99,In-Person,Active,,,,,,12/16/2022,8:30 AM,TBA,TBA,
NW,103696,MATH,MATH 221 103 2022W1,MATH 221 103 2022W1 Matrix Algebra,"ASURI MUKUNDAN, ANIRUDH",169,In-Person,Inactive,,,,,,12/16/2022,8:30 AM,TBA,TBA,
NW,112830,MATH,MATH 221 105 2022W1,MATH 221 105 2022W1 Matrix Algebra,"CHEN, WENZHAO",80,In-Person,Inactive,,,,,,12/16/2022,8:30 AM,TBA,TBA,
NW,103701,MATH,MATH 253 10R 2022W1,MATH 253 10R 2022W1 Multivariable Calculus,"COLLIANDER, JAMES",704,Hybrid,Active,10/05/2022,11:00 AM,In-Person,In-Person,Accomodations given for online,12/22/2022,8:30 AM,TBA,TBA,
,,,,,,,,,TBD for rest,,Canvas,,,,,,,
NW,103720,MATH,MATH 317 101 2022W1,MATH 317 101 2022W1 Calculus IV,"TSAI, TAI-PENG",123,In-Person,Active,10/12/2022,10:00 AM,In-Person,In-Person,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,11/16/2022,,,,,,,,,
NW,103723,MATH,MATH 322 101 2022W1,MATH 322 101 2022W1 Introduction to Group Theory,"VATSAL, VINAYAK",56,In-Person,Active,09/20/2022,2:00 PM,In-Person,In-Person,,12/18/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,10/20/2022,,,,,,,,,
,,,,,,,,,11/17/2022,,,,,,,,,
NW,103725,MATH,MATH 341 101 2022W1,MATH 341 101 2022W1 Introduction to Discrete Mathematics,"SOLYMOSI, JOZSEF",78,In-Person,Active,10/04/2022,2:00 PM,In-Person,In-Person,,12/21/2022,3:30 PM,In-Person,In-Person,
,,,,,,,,,11/03/2022,,,,,,,,,
NW,103732,MATH,MATH 406 101 2022W1,MATH 406 101 2022W1 Variational and Approximate Methods in Applied Mathematics,"PEIRCE, ANTHONY",16,In-Person,Active,TBD,TBD,In-Person,In-Person,,12/13/2022,8:30 AM,In-Person,In-Person,
NW,114825,MATH,MATH 420/507 101 2022W1,MATH 420/507 101 2022W1,"KIM, YOUNG-HEON",19,In-Person,Active,10/26/2022,11:00 AM,In-Person,In-Person,,12/15/2022,3:30 PM,In-Person,In-Person,
NW,103737,MATH,MATH 424 101 2022W1,MATH 424 101 2022W1 Classical Differential Geometry,"CHAU, ALBERT",18,In-Person,Active,NO MT,NO MT,NO MT,NO MT,Take-home,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,,,,,,assignments only,,,,,
NW,103739,MATH,MATH 437 101 2022W1,MATH 437 101 2022W1 Number Theory,"GHIOCA, DRAGOS",19,In-Person,Active,NO MT,NO MT,NO MT,NO MT,Take-home,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,,,,,,assignments only,,,,,
