LTR,CANVAS ID,,NAME,Instructor(s),# Students,Mode,Status,MT Date(s),MT Time(s),MT LT,MT Invig LT,MT Notes,FE Date,FE Time ,FE LT,FE Invig LT,FE Notes
KL,109665,PHYS,PHYS 401 201 2022W2 Electromagnetic Theory,"ZHITNITSKY, ARIEL",86,In-Person,Active,2/13/2023,13:00 - 14:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/24/2023,13:00 - 14:00,,,,,,,,
KL,109666,PHYS,PHYS 402 201 2022W2 Applications of Quantum Mechanics,"RAUSSENDORF, ROBERT",30,In-Person,Active,3/7/2023,9:30 - 11:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/9/2023,,,,,,,,,
KL,109672,PHYS,PHYS 473 201 2022W2 Applied Nuclear Physics,"GOTTBERG, ALEXANDER",12,In-Person,Active,2/28/2023,14:00 - 15:30,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"IQBAL, MOHAMMED",,,,,,,,,,,,,
KL,109673,PHYS,PHYS 474 201 2022W2 Applied Solid State Physics,"HALLAS, ALANNAH",28,In-Person,Active,2/15/2023,17:00 - 19:00,In-Person,In-Person,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,3/29/2023,17:00 - 19:00,,,,,,,,
KL,104309,PHYS,PHYS 505 101 2022W2 Nuclear Physics,"BEHR, JOHN",14,In-Person,Active,3/1/2023,9:30 - 11:00,Canvas Assignment,Zoom*,,TBA,TBA,In-Person,In-Person,
KL,109678,PHYS,PHYS 516 201 2022W2 Statistical Mechanics,"SEMENOFF, GORDON WALTER",15,In-Person,Active,TBA*,TBA*,TBA*,TBA*,"* Very bare Canvas shell - No syllabus or course information present (Student's Github is lecture content, nothing about MT or Final)",TBA,TBA,TBA,TBA,
KL,109679,PHYS,PHYS 525B 201 2022W2 Advanced Condensed Matter Physics - ADV COND MATTER,"ZHOU, FEI",3,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109684,PHYS,PHYS 540 201 2022W2 Radiological Imaging,"FORD, NANCY",3,In-Person,Active,2/15/2023,10:00 - 11:30 ,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"KOZLOWSKI, PIOTR",,,,,,,,,,,,,
,,,,"ROHLING, ROBERT",,,,,,,,,,,,,
,,,,"URIBE MUNOZ, CARLOS",,,,,,,,,,,,,
KL,109685,PHYS,"PHYS 545 201 2022W2 Anatomy, Physiology and Statistics for Medical Physicists","FORD, NANCY",10,In-Person,Active,2/17/2023,TBA,TBA*,TBA*,"*Online MTs, but TBA MT LT + Invig LT",NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"SINGER, JOEL",,,,4/13/2023,,TBA*,TBA*,,,,,,
KL,109694,PHYS,PHYS 560 201 2022W2 Physics and Engineering of Particle Accelerators,"STELZER-CHILTON, OLIVER",3,In-Person,Active,2/28/2023,14:00 - 15:30,Canvas Assignment,Zoom,,TBA,TBA,In-Person,In-Person,
KL,109871,RES,RES 500E 201 2022W2 Resource and Environmental Workshop - RESRCE&ENV WKSHP,"JOHNSON, MARK",12,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109872,RES,RES 502 202 2022W2 Master's Seminar on Resources and Environment,"JOHNSON, MARK",8,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109873,RES,RES 507 201/PPGA 542 001 2022W2 Human Technological Systems,"KANDLIKAR, MILIND",12,In-Person,Active,1/26/2023,14:00 - 17:00,In-Person,In-Person,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"SATTERFIELD, THERESA",,,,2/16/2023,14:00 - 17:00,,,,,,,,
KL,109877,RES,RES 602 201 2022W2 Doctoral Seminar on Resources and Environment,"CHAN, KAI",6,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109923,SCIE,SCIE 113 209 2022W2 First-Year Seminar in Science,"HUNT, BRIAN",25,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"DONNELLY, CAITLIN",,,,,,,,,,,,,
KL,109924,SCIE,SCIE 113 210 2022W2 First-Year Seminar in Science,"BATES, SIMON",25,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"DONNELLY, CAITLIN",,,,,,,,,,,,,
KL,109928,SCIE,SCIE 113 214 2022W2 First-Year Seminar in Science,"STAMP, PHILIP C",24,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"DONNELLY, CAITLIN",,,,,,,,,,,,,
KL,109930,SCIE,SCIE 113 V01 2022W2 First-Year Seminar in Science,"DONNELLY, CAITLIN",21,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109932,SCIE,SCIE 113 V03 2022W2 First-Year Seminar in Science,"GRANT, EDWARD",24,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109933,SCIE,SCIE 113 V04 2022W2 First-Year Seminar in Science,"DONNELLY, CAITLIN",23,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109935,SCIE,SCIE 113 V06 2022W2 First-Year Seminar in Science,"KUZMENKO, YULIYA",24,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109938,SCIE,SCIE 300 ALL SECTIONS 2022W2 Communicating Science,"ARNOTT, ARALIYA",61,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"DUNHAM, BRUCE",,,,,,,,,,,,,
,,,,"JETTER, REINHARD",,,,,,,,,,,,,
KL,109939,SCIE,SCIE 420 001 2022W2 Sustainability for Community and the World,"OBERG, GUNILLA",5,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,110129,STAT,BIOF/GSAT/STAT 540 201 2022W2 Statistical Methods for High Dimensional Biology,"KORTHAUER, KEEGAN",35,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"PARK, YONGJIN",,,,,,,,,,,,,
SL,105565,BIOL,BIOL 111 201 2022W2 Introduction to Modern Biology,"ELLIS, SHONA MARGARET",198,In-Person,Active,2/28/2023,12:30 - 14:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"MILSOM, WILLIAM",,,,,,,,,,,,,
SL,105566,BIOL,BIOL 112 201 2022W2 Biology of the Cell,"VAN WERSCH, SOLVEIG",238,In-Person,Active,3/13/2023,9:00 - 10:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"SMITH, KAREN",,,,3/15/2023,9:00 - 10:00,,,,,,,,
SL,105567,BIOL,BIOL 112 202 2022W2 Biology of the Cell,"SABER, NELLY",230,In-Person,Active,3/14/2023,11:00 - 12:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"SMITH, KAREN",,,,,,,,,,,,,
SL,116305,BIOL,BIOL 112 2022W2 Tutorial Biology of the Cell,TBA,667,In-Person/Online,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105568,BIOL,BIOL 112 203 2022W2 Biology of the Cell,"VAN WERSCH, SOLVEIG",199,In-Person,Active,3/13/2023,16:00 - 17:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"SMITH, KAREN",,,,3/15/2023,16:00 - 17:00,,,,,,,,
SL,105569,BIOL,"BIOL 121 221 2022W2 Genetics, Evolution and Ecology","NORMAN, LYNN",244,In-Person,Active,2/7/2023,17:00 - 18:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"COUCH, BRETT",,,,3/14/2023,17:00 - 18:30,,,,,,,,
SL,105570,BIOL,"BIOL 121 222/223 2022W2 Genetics, Evolution and Ecology","COUCH, BRETT",435,In-Person,Active,2/6/2023,"12:00 - 13:00, 14:00 - 15:00",In-Person,In-Person,,,,In-Person,In-Person,
,,,,"NORMAN, LYNN",,,,3/13/2023,,,,,,,,,
,,,,,,,,,"12:00 - 13:00, 14:00 - 15:00",,,,,,,,
SL,105572,BIOL,"BIOL 121 224 2022W2 Genetics, Evolution and Ecology","NORMAN, LYNN",235,In-Person,Active,2/7/2023,11:00 - 12:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"COUCH, BRETT",,,,3/14/2023,11:00 - 12:30,,,,,,,,
SL,116359,BIOL,BIOL 180 2D1 2022W2 Thinking Like a Life Scientist,"CREPEAULT, HANNAH",46,In-Person,Active,3/10/2023,TBA,Canvas Classic Quiz,TBA,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,116360,BIOL,BIOL 180 2D2 2022W2 Thinking Like a Life Scientist,"LOBO, SHANIA",44,In-Person,Active,3/10/2023,TBA,Canvas Classic Quiz,TBA,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,116361,BIOL,BIOL 180 2F1 2022W2 Thinking Like a Life Scientist,"STEINWAND, BLAIRE",47,In-Person,Active,3/10/2023,TBA,Canvas Classic Quiz,TBA,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,116362,BIOL,BIOL 180 2F2/2L3 2022W2 Thinking Like a Life Scientist,"VAN WERSCH, SOLVEIG",83,Hybrid,Active,3/10/2023,TBA,Canvas Classic Quiz,TBA,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,116363,BIOL,BIOL 180 2F3/2G1 2022W2 Thinking Like a Life Scientist,"SUN, CHIN",89,Hybrid/In-Person,Active,3/10/2023,TBA,Canvas Classic Quiz,TBA,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
SL,116364,BIOL,BIOL 180 2G2/2I1/2J2 2022W2 Thinking Like a Life Scientist,"ZHAO, HAN QI",135,Hybrid/In-Person,Active,3/10/2023,TBA,Canvas Classic Quiz,TBA,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,116365,BIOL,BIOL 180 2I2/2L2 2022W2 Thinking Like a Life Scientist,"LAM, VIVIENNE",88,In-Person,Active,3/10/2023,TBA,Canvas Classic Quiz,TBA,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,116366,BIOL,BIOL 180 2I3/2J1 2022W2 Thinking Like a Life Scientist,"WONG, DONALD",88,Hybrid/In-Person,Active,3/10/2023,TBA,Canvas Classic Quiz,TBA,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,116367,BIOL,BIOL 180 2L1 2022W2 Thinking Like a Life Scientist,"LAZARO GUEVARA, JOSE MIGUEL",45,In-Person,Active,3/10/2023,TBA,Canvas Classic Quiz,TBA,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,105574,BIOL,BIOL 200 201 2022W2 Fundamentals of Cell Biology,"LAM, VIVIENNE",226,In-Person,Active,3/2/2023,19:00 - 20:30,In-Person,In-Person,,,,In-Person,In-Person,
SL,105575,BIOL,BIOL 201 201/202 2022W2 Introduction to Biochemistry,"CHEUNG, STEPHANIE",409,In-Person,Active,2/16/2023,18:30 - 20:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"CHOWRIRA, GANGAMMA",,,,,,,,,,,,,
,,,,"JETTER, REINHARD",,,,,,,,,,,,,
SL,105577,BIOL,BIOL 204 201 2022W2 Vertebrate Structure and Function,"O'NEILL, ANGELA",296,In-Person,Active,2/16/2023,12:30 - 14:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"FUNG, CHARISSA",,,,,,,,,,,,,
SL,105578,BIOL,BIOL 210 201 / APBI 210 001 2022W2 Vascular Plants,"ELLIS, SHONA MARGARET",91,In-Person,Active,2/13/2023,11:00 - 12:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"GRAHAM, SEAN",,,,3/22/2023,11:00 - 12:00,,,,,,,,
SL,105579,BIOL,BIOL 230 201/202 2022W2 Fundamentals of Ecology,"JANKOWSKI, JILL",312,In-Person,Active,2/16/2023,"8:00 - 9:30, 11:00 - 12:30",In-Person,In-Person,,,,In-Person,In-Person,
,,,,"PARFREY, LAURA",,,,3/28/2023,"8:00 - 9:30, 11:00 - 12:30",,,,,,,,
,,,,"WILSON, RACHEL",,,,,,,,,,,,,
SL,105581,BIOL,BIOL 234 201/202 2022W2 Fundamentals of Genetics,"BEREZOWSKY, CRAIG M S",442,In-Person,Active,2/13/2023,"10:00 - 11:00, 12:00 - 13:00",In-Person,In-Person,,,,In-Person,In-Person,
,,,,"MIZUMOTO, KOTA",,,,3/20/2023,"10:00 - 11:00, 12:00 - 13:00",,,,,,,,
SL,105583,BIOL,BIOL 260 201/202 2022W2 Fundamentals of Physiology,"SCHULTE, PATRICIA",513,In-Person,Active,2/9/2023,"9:30 - 11:00, 15:30 - 17:00",In-Person,In-Person,"MT 1 & 2 in-person, MT 3 online",,,In-Person,In-Person,
,,,,"WADE, RACHAEL",,,,3/9/2023,"9:30 - 11:00, 15:30 - 17:00",Canvas Quiz,,,,,,,
,,,,,,,,3/30/2023 - 4/4/2023,,,,,,,,,
SL,105585,BIOL,BIOL 300 201 2022W2 Fundamentals of Biostatistics,"GAYNOR, KAITLYN",238,In-Person,Active,3/7/2023,14:00 - 15:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"IRWIN, DARREN",,,,,,,,,,,,,
SL,105586,BIOL,BIOL 310 201 2022W2 Introduction to Animal Behaviour,"AVILES, LETICIA",59,In-Person,Active,2/16/2023,9:30 - 11:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"BENSON-AMRAM, SARAH",,,,,,,,,,,,,
SL,105587,BIOL,BIOL 320 201 2022W2 Survey of Algae,"CLARKSTON, BRIDGETTE",61,In-Person,Active,2/10/2023,11:00 - 12:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,105588,BIOL,BIOL 321 201 2022W2 Morphology and Evolution of Bryophytes,"ELLIS, SHONA MARGARET",21,In-Person,Active,2/15/2023,14:00 - 15:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,105589,BIOL,BIOL 326 201 2022W2 Experimental Biology of Invertebrates,"GEHMAN, ALYSSA-LOIS",24,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"HARLEY, CHRISTOPHER",,,,,,,,,,,,,
SL,105590,BIOL,BIOL 331 201 2022W2 Developmental Biology,"LEE, STELLA",69,In-Person,Active,3/3/2023,9:00 - 10:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,105591,BIOL,BIOL 332 201 2022W2 Protistology,"SALDARRIAGA, JUAN",21,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,105592,BIOL,BIOL 335 201/202 2022W2 Molecular Genetics,"CHEN, LIANE",310,In-Person,Active,2/15/2023,"9:00 - 10:00, 12:00 - 13:00",In-Person,In-Person,,,,In-Person,In-Person,
,,,,"BEREZOWSKY, CRAIG M S",,,,3/22/2023,"9:00 - 10:00, 12:00 - 13:00",,,,,,,,
SL,105594,BIOL,BIOL 336 201 2022W2 Fundamentals of Evolutionary Biology,"MADDISON, WAYNE",223,In-Person,Active,3/2/2023,11:00 - 12:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"OTTO, SARAH",,,,,,,,,,,,,
,,,,"WHITTON, JEANNETTE",,,,,,,,,,,,,
SL,112172,BIOL,BIOL 337 201/202 2022W2 Introductory Genetics Laboratory,"KLENZ, JENNIFER",41,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105595,BIOL,BIOL 338 201 2022W2 Introduction to Genomics,"ADAMS, KEITH",71,In-Person,Active,2/6/2023,9:00 - 10:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/13/2023,9:00 - 10:00,,,,,,,,
SL,105596,BIOL,BIOL 340 201 2022W2 Introductory Cell Biology Laboratory,"MOUSSAVI, MARYAM",66,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105597,BIOL,BIOL 342 201 2022W2 Integrative Biology Laboratory,"LEANDER, CELESTE",96,Hybrid,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105598,BIOL,BIOL 346 201 2022W2 Microbes and Society,"GAYNOR, ERIN",48,In-Person,Active,2/2/2023 - 2/4/2023,N/A,Canvas Classic Quiz,N/A,,,,In-Person,In-Person,
,,,,"HOHMAN, LEAH",,,,3/14/2023,N/A,,,,,,,,
,,,,"SIBLEY, JENNIFER",,,,,,,,,,,,,
,,,,"SIBLEY, JENNIFER",,,,,,,,,,,,,
SL,105599,BIOL,BIOL 347 201 2022W2 Principles and Methodology in Biological Research,"AULD, VANESSA",33,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"GRAHAM, SEAN",,,,,,,,,,,,,
SL,105600,BIOL,BIOL 352 201 2022W2 Plant Physiology II: Plant Development,"ARNOTT, ARALIYA",53,In-Person,Active,2/13/2023,10:00 - 11:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"SINGH, SANTOKH",,,,3/27/2023,10:00 - 11:00,,,,,,,,
SL,105601,BIOL,BIOL 362 201 2022W2 Cellular Physiology,"SUGIOKA, KENJI",74,In-Person,Active,2/16/2023,11:00 - 12:30,In-Person,In-Person,,,,In-Person,In-Person,
SL,105602,BIOL,BIOL 363 201 2022W2 Laboratory in Animal Physiology,"LACOMBE, AGNES",74,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,105603,BIOL,"BIOL 364 201 / APBI 311 001 2022W2 Comparative Cardiovascular, Respiratory and Osmoregulatory Physiology","BRAUNER, COLIN",185,In-Person,Active,2/6/2023,11:00 - 12:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/8/2023,11:00 - 12:00,,,,,,,,
SL,105604,BIOL,BIOL 371 201 2022W2 Principles of Neurobiology I,"YOO, HYUNG SUK DANIEL",90,In-Person,Active,2/9/2023,9:30 - 11:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/16/2023,9:30 - 11:00,,,,,,,,
SL,105605,BIOL,BIOL 372 201 2022W2 Principles of Neurobiology II,"MATTHEWS, BENJAMIN",138,In-Person,Active,2/7/2023,12:30 - 14:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/14/2023,12:30 - 14:00,,,,,,,,
SL,105608,BIOL,BIOL 403 201/BIOL 503 201 2022W2 Microbial Ecology,"PARFREY, LAURA",23,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105609,BIOL,BIOL 404 201 2022W2 Ecological Methodology,"GERMAIN, RACHEL",40,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105610,BIOL,BIOL 406 201 2022W2 Plant Ecology I,"ANGERT, AMY",37,In-Person,Active,2/14/2023 - 2/17/2023,N/A,Canvas Assignment Upload,N/A,Take-home MT,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,3/28/2023 - 3/31/2023,N/A,,,,,,,,
SL,105611,BIOL,BIOL 411 201 / APBI 427 201 2022W2 Insect Ecology,"TSENG, MICHELLE",30,In-Person,Active,2/17/2023,11:00 - 12:00,Canvas,In-Person,,4/21/2023,,,N/A,Final take-home assignment
SL,112175,BIOL,BIOL 416 201 2022W2 Principles of Conservation Biology,"DAVIES, JONATHAN",58,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
,,,,"MOORE, ALEXANDRIA",,,,,,,,,,,,,
SL,105613,BIOL,BIOL 420 201 2022W2 Ocean Conservation and Sustainability,"VINCENT, AMANDA",24,Hybrid,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,Canvas Assignment Upload,N/A,Take-home final
SL,105614,BIOL,BIOL 424 201 2022W2 Tropical Ecology and Conservation,"JANKOWSKI, JILL",16,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105616,BIOL,BIOL 432 201 2022W2 Research Strategies and Techniques in Cell Biology,"WASTENEYS, GEOFF",23,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,112176,BIOL,BIOL 433 201 / BIOL 533 201 2022W2 Plant Genetics,"LI, XIN",12,In-Person,Active,2/14/2023,9:30 - 11:00,Canvas Quiz File Upload,In-Person,Take-home MT,,,In-Person,In-Person,
SL,105617,BIOL,BIOL 434 201 Population Genetics / BIOL 509 201 Population and Quantitative Genetics 2022W2,"WHITLOCK, MICHAEL",25,In-Person,Active,3/2/2023,11:00 - 12:30,In-Person,In-Person,MT date TBA,,,In-Person,In-Person,
SL,109670,PHYS,BIOL 438 201/PHYS 438 202 2022W2 Zoological Physics,"OSER, SCOTT",46,In-Person,Active,2/27/2023,13:00 - 14:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,105619,BIOL,BIOL 440 201 / APBI 440 001 2022W2 Plant Genomics,"SONG, LIANG",13,In-Person,Active,3/14/2023,9:30 - 11:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,105620,BIOL,BIOL 441 201 2022W2 Cell Biology of Intracellular Trafficking,"PANTE, NELLY",10,In-Person,Active,2/17/2023,9:00 - 10:00,In-Person,In-Person,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105621,BIOL,BIOL 445 201 2022W2 Darwin's Fishes,"PAULY, DANIEL",28,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,111826,BIOL,BIOL 448G 201 2022W2 Cell Signaling and Cell Communication,"MATSUUCHI, LINDA",16,Online,Active,2/15/2023 - 2/17/2023,N/A,Canvas Assignment,N/A,Take-home MT,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105625,BIOL,BIOL 450 201 2022W2 Molecular Adaptation of Animals to the Environment,"MARSHALL, KATIE",24,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,Oral exam
SL,111716,BIOL,BIOL 451 201 2022W2 Comparative Neurobiology,"ANWER, MEHWISH",35,In-Person,Active,2/16/2023,12:30 - 14:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"CHENG, WAI HANG",,,,,,,,,,,,,
SL,105626,BIOL,BIOL 454 201 2022W2 Comparative Animal Physiology,"BRAUNER, COLIN",34,In-Person,Active,3/7/2023,11:00 - 12:30,In-Person,In-Person,Oral exam,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,3/9/2023,11:00 - 12:30,,,,,,,,
SL,105628,BIOL,BIOL 464 201 2022W2 Animal Developmental Genetics,"MIZUMOTO, KOTA",24,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105631,BIOL,BIOL 501 201 2022W2 Quantitative Methods in Ecology and Evolution,"VOLPOV, BETH",17,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105635,BIOL,BIOL 548R 201 2022W2 Advanced Topics in Biology - ADV TOPICS BIOL,"WOOD, CHRISTOPHER",4,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105636,BIOL,BIOL 548S 201 2022W2 Advanced Topics in Biology - ADV TOPICS BIOL,"JOHANNSSON, ORA",5,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,105675,BOTA,BOTA 546B 201 2022W2 Topics in Botany - TOPICS IN BOTANY,"FUJITA, MIKI",10,In-Person,Active,2/17/2023 - 2/19/2023,N/A,Canvas New Quiz,N/A,3 hour time limit,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,3/17/2023 - 3/20/2023,N/A,,,,,,,,
SL,105821,CHEM,CHEM 211 288 2022W2 Introduction to Chemical Analysis,"HUAN, TAO",163,In-Person,Active,2/14/2023,8:00 - 9:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/23/2023,8:00 - 9:30,,,,,,,,
SL,105823,CHEM,CHEM 218 212 2022W2 Fundamentals of Reactivity in Inorganic Chemistry,"NICHOLS, EVA",84,In-Person,Active,2/13/2023,12:00 - 13:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/10/2023,12:00 - 13:00,,,,,,,,
SL,105830,CHEM,CHEM 245 ALL LABS 2022W2 Intermediate Synthetic Chemistry Laboratory,"RUEDA BECERRIL, MONTSERRAT",227,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,4/11/2023,17:00 - 18:30,In-Person,In-Person,
SL,105837,CHEM,CHEM 302 209 2022W2 Atmospheric Environmental Chemistry,"MOMOSE, TAKAMASA",111,In-Person,Active,2/17/2023,9:00 - 10:00,Canvas New Quiz,N/A,,,,In-Person,In-Person,
